demand_id,priority,resource_type_id,warehouse_id,allocated_qty,travel_time_h,method
DEM00084,2,R05,WH009,41,1.74,optimized
DEM00084,2,R05,WH040,408,0.97,optimized
DEM00121,2,R05,WH010,279,1.2,optimized
DEM00100,2,R05,WH033,732,1.18,optimized
DEM00233,2,R05,WH005,833,1.35,optimized
DEM00233,2,R05,WH006,866,1.14,optimized
DEM00233,2,R05,WH031,56,2.93,optimized
DEM00203,2,R05,WH017,272,1.01,optimized
DEM00284,2,R05,WH053,402,2.17,optimized
DEM00318,2,R05,WH004,846,0.58,optimized
DEM00350,2,R05,WH005,800,1.0,optimized
DEM00362,2,R05,WH002,811,1.27,optimized
DEM00362,2,R05,WH033,661,1.54,optimized
DEM00362,2,R05,WH052,464,3.52,optimized
DEM00497,2,R05,WH006,336,0.8,optimized
DEM00433,2,R05,WH048,616,1.24,optimized
DEM00510,2,R05,WH004,27,0.97,optimized
DEM00510,2,R05,WH056,1053,1.73,optimized
DEM00435,2,R05,WH003,126,0.92,optimized
DEM00409,2,R05,WH031,165,1.21,optimized
DEM00495,2,R05,WH009,292,2.13,optimized
DEM00495,2,R05,WH017,944,0.96,optimized
DEM00495,2,R05,WH049,384,0.77,optimized
DEM00408,2,R05,WH002,888,1.12,optimized
DEM00526,2,R05,WH007,289,2.2,optimized
DEM00526,2,R05,WH024,1311,1.31,optimized
DEM00628,2,R05,WH020,240,0.62,optimized
DEM00619,2,R05,WH024,286,1.36,optimized
DEM00649,2,R05,WH024,880,1.21,optimized
DEM00673,2,R05,WH049,1232,1.32,optimized
DEM00645,2,R05,WH053,924,1.99,optimized
DEM00733,2,R05,WH015,801,1.14,optimized
DEM00733,2,R05,WH047,900,2.02,optimized
DEM00712,2,R05,WH007,2070,3.12,optimized
DEM00194,1,R06,WH033,588,1.98,optimized
DEM00187,1,R06,WH048,184,1.36,optimized
DEM00237,1,R06,WH048,990,1.36,optimized
DEM00274,1,R06,WH001,1274,1.11,optimized
DEM00291,1,R06,WH005,41,1.07,optimized
DEM00291,1,R06,WH049,274,0.94,optimized
DEM00327,1,R06,WH003,127,1.23,optimized
DEM00327,1,R06,WH006,17,1.53,optimized
DEM00381,1,R06,WH036,308,0.91,optimized
DEM00360,1,R06,WH033,960,1.14,optimized
DEM00382,1,R06,WH001,1067,1.81,optimized
DEM00382,1,R06,WH015,630,1.66,optimized
DEM00382,1,R06,WH049,391,2.12,optimized
DEM00349,1,R06,WH008,1440,1.0,optimized
DEM00407,1,R06,WH017,792,0.74,optimized
DEM00439,1,R06,WH036,167,1.41,optimized
DEM00439,1,R06,WH048,100,1.45,optimized
DEM00529,1,R06,WH006,2040,0.79,optimized
DEM00569,1,R06,WH040,1440,1.17,optimized
DEM00583,1,R06,WH017,416,0.71,optimized
DEM00559,1,R06,WH015,1365,1.5,optimized
DEM00573,1,R06,WH006,300,0.8,optimized
DEM00644,1,R06,WH049,428,0.81,optimized
DEM00741,1,R06,WH005,3,0.91,optimized
DEM00741,1,R06,WH006,192,0.73,optimized
DEM00006,2,R06,WH024,522,0.81,optimized
DEM00023,2,R06,WH047,534,2.57,optimized
DEM00023,2,R06,WH049,21,2.12,optimized
DEM00108,2,R06,WH047,438,1.47,optimized
DEM00111,2,R06,WH049,780,1.32,optimized
DEM00107,2,R06,WH002,198,1.27,optimized
DEM00097,2,R06,WH001,154,1.03,optimized
DEM00097,2,R06,WH002,59,1.0,optimized
DEM00176,2,R06,WH005,384,1.02,optimized
DEM00260,2,R06,WH004,347,1.12,optimized
DEM00260,2,R06,WH017,654,0.99,optimized
DEM00260,2,R06,WH040,1001,1.25,optimized
DEM00426,2,R06,WH017,1034,0.92,optimized
DEM00445,2,R06,WH006,330,0.62,optimized
DEM00424,2,R06,WH048,552,1.27,optimized
DEM00601,2,R06,WH047,201,1.74,optimized
DEM00533,2,R06,WH003,792,0.97,optimized
DEM00597,2,R06,WH004,533,0.95,optimized
DEM00597,2,R06,WH024,287,1.0,optimized
DEM00572,2,R06,WH002,1042,1.55,optimized
DEM00572,2,R06,WH033,1382,1.54,optimized
DEM00598,2,R06,WH005,549,1.09,optimized
DEM00598,2,R06,WH040,111,1.13,optimized
DEM00652,2,R06,WH005,198,1.94,optimized
DEM00647,2,R06,WH017,492,0.81,optimized
DEM00654,2,R06,WH024,923,2.44,optimized
DEM00655,2,R06,WH053,720,1.97,optimized
DEM00142,1,R09,WH003,68,0.76,optimized
DEM00142,1,R09,WH006,832,0.8,optimized
DEM00266,1,R09,WH020,595,0.62,optimized
DEM00214,1,R09,WH006,728,0.79,optimized
DEM00395,1,R09,WH006,400,0.84,optimized
DEM00323,1,R09,WH009,238,1.84,optimized
DEM00323,1,R09,WH040,342,1.13,optimized
DEM00320,1,R09,WH052,1023,0.99,optimized
DEM00385,1,R09,WH003,1458,1.73,optimized
DEM00294,1,R09,WH003,780,0.62,optimized
DEM00326,1,R09,WH049,1870,0.77,optimized
DEM00406,1,R09,WH001,1772,0.98,optimized
DEM00406,1,R09,WH003,105,1.82,optimized
DEM00406,1,R09,WH049,123,1.49,optimized
DEM00448,1,R09,WH003,216,1.04,optimized
DEM00423,1,R09,WH015,165,2.39,optimized
DEM00419,1,R09,WH015,396,1.5,optimized
DEM00429,1,R09,WH004,319,1.64,optimized
DEM00542,1,R09,WH007,88,3.25,optimized
DEM00542,1,R09,WH028,252,3.66,optimized
DEM00518,1,R09,WH006,800,1.0,optimized
DEM00514,1,R09,WH001,260,1.45,optimized
DEM00514,1,R09,WH002,1320,1.18,optimized
DEM00514,1,R09,WH033,1080,1.3,optimized
DEM00582,1,R09,WH015,803,2.39,optimized
DEM00582,1,R09,WH047,1927,3.28,optimized
DEM00561,1,R09,WH048,1197,1.53,optimized
DEM00538,1,R09,WH047,171,1.01,optimized
DEM00661,1,R09,WH052,648,1.31,optimized
DEM00682,1,R09,WH004,2220,1.1,optimized
DEM00730,1,R09,WH017,1370,0.81,optimized
DEM00730,1,R09,WH049,1435,1.0,optimized
DEM00003,2,R09,WH006,462,0.73,optimized
DEM00065,2,R09,WH006,48,1.05,optimized
DEM00071,2,R09,WH015,242,1.62,optimized
DEM00067,2,R09,WH003,124,1.58,optimized
DEM00067,2,R09,WH047,221,3.07,optimized
DEM00069,2,R09,WH005,69,1.09,optimized
DEM00069,2,R09,WH006,657,1.13,optimized
DEM00059,2,R09,WH047,750,1.56,optimized
DEM00173,2,R09,WH004,627,1.28,optimized
DEM00161,2,R09,WH007,553,3.42,optimized
DEM00161,2,R09,WH024,864,2.59,optimized
DEM00154,2,R09,WH005,793,1.07,optimized
DEM00281,2,R09,WH036,444,0.99,optimized
DEM00364,2,R09,WH047,392,1.29,optimized
DEM00498,2,R09,WH028,630,3.4,optimized
DEM00414,2,R09,WH010,672,1.05,optimized
DEM00466,2,R09,WH003,945,1.31,optimized
DEM00700,2,R09,WH004,944,1.31,optimized
DEM00700,2,R09,WH040,1695,1.29,optimized
DEM00615,2,R09,WH004,323,0.8,optimized
DEM00615,2,R09,WH007,2462,1.72,optimized
DEM00615,2,R09,WH056,470,1.3,optimized
DEM00688,2,R09,WH008,776,1.11,optimized
DEM00735,2,R09,WH020,1848,0.62,optimized
DEM00158,1,R16,WH031,600,0.96,optimized
DEM00144,1,R16,WH001,378,0.86,optimized
DEM00219,1,R16,WH049,620,0.72,optimized
DEM00366,1,R16,WH052,279,0.64,optimized
DEM00375,1,R16,WH001,464,0.86,optimized
DEM00375,1,R16,WH004,221,1.61,optimized
DEM00375,1,R16,WH017,167,0.83,optimized
DEM00434,1,R16,WH002,885,1.2,optimized
DEM00401,1,R16,WH052,1404,1.13,optimized
DEM00505,1,R16,WH003,707,0.87,optimized
DEM00452,1,R16,WH015,195,1.7,optimized
DEM00420,1,R16,WH004,201,1.52,optimized
DEM00420,1,R16,WH024,750,1.65,optimized
DEM00420,1,R16,WH056,649,2.17,optimized
DEM00511,1,R16,WH003,560,1.2,optimized
DEM00563,1,R16,WH015,715,1.18,optimized
DEM00564,1,R16,WH005,864,0.85,optimized
DEM00564,1,R16,WH009,406,2.19,optimized
DEM00605,1,R16,WH008,264,0.81,optimized
DEM00606,1,R16,WH015,171,1.7,optimized
DEM00664,1,R16,WH001,208,0.92,optimized
DEM00680,1,R16,WH004,1302,1.05,optimized
DEM00725,1,R16,WH015,584,1.36,optimized
DEM00725,1,R16,WH047,256,2.09,optimized
DEM00054,2,R16,WH002,663,1.34,optimized
DEM00050,2,R16,WH002,192,0.74,optimized
DEM00001,2,R16,WH003,287,0.71,optimized
DEM00055,2,R16,WH053,84,2.62,optimized
DEM00092,2,R16,WH006,235,0.73,optimized
DEM00092,2,R16,WH009,675,2.22,optimized
DEM00086,2,R16,WH004,1001,0.93,optimized
DEM00066,2,R16,WH002,56,1.27,optimized
DEM00126,2,R16,WH047,1545,1.56,optimized
DEM00241,2,R16,WH009,382,1.74,optimized
DEM00241,2,R16,WH040,158,1.08,optimized
DEM00254,2,R16,WH002,244,1.27,optimized
DEM00340,2,R16,WH003,44,0.83,optimized
DEM00340,2,R16,WH006,156,0.68,optimized
DEM00387,2,R16,WH015,283,1.64,optimized
DEM00387,2,R16,WH052,133,2.75,optimized
DEM00503,2,R16,WH024,240,1.21,optimized
DEM00418,2,R16,WH040,44,1.67,optimized
DEM00418,2,R16,WH049,211,0.72,optimized
DEM00480,2,R16,WH015,1148,1.68,optimized
DEM00484,2,R16,WH015,390,1.21,optimized
DEM00577,2,R16,WH006,420,1.14,optimized
DEM00558,2,R16,WH001,700,0.92,optimized
DEM00617,2,R16,WH002,1430,1.34,optimized
DEM00617,2,R16,WH033,440,1.18,optimized
DEM00692,2,R16,WH040,380,1.42,optimized
DEM00660,2,R16,WH001,454,1.16,optimized
DEM00660,2,R16,WH002,498,1.3,optimized
DEM00663,2,R16,WH036,1680,0.87,optimized
DEM00711,2,R16,WH008,126,1.11,optimized
DEM00139,1,R17,WH040,87,0.97,optimized
DEM00160,1,R17,WH036,1,1.37,optimized
DEM00160,1,R17,WH048,56,1.24,optimized
DEM00202,1,R17,WH009,69,2.38,optimized
DEM00202,1,R17,WH017,13,0.84,optimized
DEM00244,1,R17,WH004,18,1.01,optimized
DEM00244,1,R17,WH009,14,1.81,optimized
DEM00244,1,R17,WH040,69,1.04,optimized
DEM00244,1,R17,WH044,25,2.79,optimized
DEM00308,1,R17,WH006,122,0.8,optimized
DEM00308,1,R17,WH031,46,3.16,optimized
DEM00346,1,R17,WH002,22,0.88,optimized
DEM00304,1,R17,WH047,58,1.17,optimized
DEM00378,1,R17,WH015,42,2.29,optimized
DEM00537,1,R17,WH024,2,1.98,optimized
DEM00537,1,R17,WH033,149,1.14,optimized
DEM00537,1,R17,WH044,44,3.59,optimized
DEM00639,1,R17,WH015,66,2.32,optimized
DEM00639,1,R17,WH052,129,3.53,optimized
DEM00631,1,R17,WH005,62,1.28,optimized
DEM00631,1,R17,WH006,34,1.17,optimized
DEM00620,1,R17,WH036,28,1.21,optimized
DEM00718,1,R17,WH007,80,3.12,optimized
DEM00718,1,R17,WH028,18,3.4,optimized
DEM00718,1,R17,WH044,40,3.96,optimized
DEM00049,2,R17,WH031,5,1.23,optimized
DEM00191,2,R17,WH048,88,1.27,optimized
DEM00251,2,R17,WH015,33,1.21,optimized
DEM00369,2,R17,WH015,62,1.98,optimized
DEM00377,2,R17,WH015,28,2.29,optimized
DEM00416,2,R17,WH006,27,0.8,optimized
DEM00504,2,R17,WH015,117,2.42,optimized
DEM00508,2,R17,WH048,84,1.36,optimized
DEM00486,2,R17,WH003,107,1.01,optimized
DEM00486,2,R17,WH005,39,1.28,optimized
DEM00588,2,R17,WH047,37,1.75,optimized
DEM00543,2,R17,WH024,171,1.37,optimized
DEM00543,2,R17,WH056,49,1.93,optimized
DEM00567,2,R17,WH002,67,1.49,optimized
DEM00697,2,R17,WH001,133,0.86,optimized
DEM00697,2,R17,WH017,42,0.92,optimized
DEM00697,2,R17,WH049,47,0.77,optimized
DEM00662,2,R17,WH044,52,2.83,optimized
DEM00703,2,R17,WH010,72,0.72,optimized
DEM00703,2,R17,WH036,6,0.91,optimized
DEM00737,2,R17,WH001,57,0.77,optimized
DEM00737,2,R17,WH002,39,1.04,optimized
DEM00737,2,R17,WH031,50,3.68,optimized
DEM00737,2,R17,WH047,112,3.34,optimized
DEM00171,1,R18,WH028,130,3.21,optimized
DEM00243,1,R18,WH001,40,0.66,optimized
DEM00243,1,R18,WH002,73,0.81,optimized
DEM00271,1,R18,WH009,13,2.3,optimized
DEM00271,1,R18,WH040,8,1.53,optimized
DEM00271,1,R18,WH049,45,0.78,optimized
DEM00256,1,R18,WH015,17,1.36,optimized
DEM00279,1,R18,WH004,80,1.54,optimized
DEM00279,1,R18,WH044,18,3.29,optimized
DEM00279,1,R18,WH060,33,3.68,optimized
DEM00305,1,R18,WH003,7,1.14,optimized
DEM00305,1,R18,WH031,47,3.38,optimized
DEM00579,1,R18,WH007,15,3.05,optimized
DEM00579,1,R18,WH060,127,4.23,optimized
DEM00653,1,R18,WH004,26,1.52,optimized
DEM00653,1,R18,WH017,165,0.75,optimized
DEM00653,1,R18,WH040,20,1.56,optimized
DEM00038,2,R18,WH007,87,3.14,optimized
DEM00053,2,R18,WH010,69,1.67,optimized
DEM00070,2,R18,WH015,110,1.21,optimized
DEM00080,2,R18,WH010,48,1.67,optimized
DEM00080,2,R18,WH036,6,1.73,optimized
DEM00080,2,R18,WH047,12,1.17,optimized
DEM00090,2,R18,WH031,97,2.8,optimized
DEM00206,2,R18,WH008,69,1.11,optimized
DEM00206,2,R18,WH016,12,1.74,optimized
DEM00242,2,R18,WH033,14,0.8,optimized
DEM00290,2,R18,WH015,42,1.68,optimized
DEM00283,2,R18,WH024,65,1.65,optimized
DEM00283,2,R18,WH044,36,3.23,optimized
DEM00283,2,R18,WH056,2,2.17,optimized
DEM00339,2,R18,WH003,56,0.83,optimized
DEM00339,2,R18,WH005,84,0.99,optimized
DEM00339,2,R18,WH006,36,0.68,optimized
DEM00441,2,R18,WH056,101,1.88,optimized
DEM00473,2,R18,WH002,83,0.74,optimized
DEM00473,2,R18,WH033,117,0.83,optimized
DEM00399,2,R18,WH053,27,2.25,optimized
DEM00493,2,R18,WH020,56,2.73,optimized
DEM00566,2,R18,WH020,62,1.13,optimized
DEM00566,2,R18,WH052,22,0.99,optimized
DEM00521,2,R18,WH007,53,3.25,optimized
DEM00521,2,R18,WH033,54,1.51,optimized
DEM00552,2,R18,WH001,55,0.66,optimized
DEM00535,2,R18,WH031,102,2.93,optimized
DEM00535,2,R18,WH050,61,3.13,optimized
DEM00535,2,R18,WH053,34,3.11,optimized
DEM00530,2,R18,WH020,102,3.64,optimized
DEM00528,2,R18,WH009,117,1.88,optimized
DEM00555,2,R18,WH031,87,3.05,optimized
DEM00651,2,R18,WH016,18,1.41,optimized
DEM00702,2,R18,WH049,88,0.78,optimized
DEM00687,2,R18,WH010,56,1.67,optimized
DEM00728,2,R18,WH015,171,2.36,optimized
DEM00728,2,R18,WH047,84,3.19,optimized
DEM00706,2,R18,WH022,156,4.21,optimized
DEM00706,2,R18,WH028,87,3.21,optimized
DEM00706,2,R18,WH060,15,4.16,optimized
DEM00195,1,R19,WH044,27,2.55,optimized
DEM00195,1,R19,WH056,43,1.49,optimized
DEM00204,1,R19,WH015,110,1.36,optimized
DEM00341,1,R19,WH024,90,1.41,optimized
DEM00341,1,R19,WH056,64,1.93,optimized
DEM00425,1,R19,WH003,46,0.71,optimized
DEM00425,1,R19,WH047,37,3.18,optimized
DEM00425,1,R19,WH049,38,1.05,optimized
DEM00465,1,R19,WH031,103,2.67,optimized
DEM00515,1,R19,WH036,24,1.21,optimized
DEM00556,1,R19,WH001,62,0.73,optimized
DEM00556,1,R19,WH017,48,0.96,optimized
DEM00611,1,R19,WH007,14,2.57,optimized
DEM00611,1,R19,WH024,11,1.74,optimized
DEM00611,1,R19,WH028,68,3.07,optimized
DEM00732,1,R19,WH028,108,3.66,optimized
DEM00740,1,R19,WH004,98,1.52,optimized
DEM00740,1,R19,WH017,84,0.92,optimized
