powiat_code,powiat_name,voivodeship_code,lat,lon
1018,powiat_lodzkie_18,10,51.69739,19.9905
1019,powiat_lodzkie_19,10,51.83655,20.02232
1020,powiat_lodzkie_20,10,51.65254,19.17837
1021,powiat_lodzkie_21,10,51.55002,19.69226
1022,powiat_lodzkie_22,10,51.74333,19.86232
1023,powiat_lodzkie_23,10,51.45988,19.1211
1024,powiat_lodzkie_24,10,51.71884,19.20237
1201,powiat_malopolskie_01,12,50.47143,20.65043
1202,powiat_malopolskie_02,12,49.67214,19.36583
1203,powiat_malopolskie_03,12,50.34356,18.6303
1204,powiat_malopolskie_04,12,48.77321,19.23705
1205,powiat_malopolskie_05,12,49.68619,18.42053
1206,powiat_malopolskie_06,12,49.94643,20.17071
1207,powiat_malopolskie_07,12,49.197,19.83628
1208,powiat_malopolskie_08,12,49.91205,20.20418
1209,powiat_malopolskie_09,12,50.5317,19.91525
1210,powiat_malopolskie_10,12,50.47168,20.09465
1211,powiat_malopolskie_11,12,49.08262,18.91634
1212,powiat_malopolskie_12,12,50.17609,20.48755
1213,powiat_malopolskie_13,12,50.09763,20.48777
1214,powiat_malopolskie_14,12,50.30535,19.44081
1215,powiat_malopolskie_15,12,49.73996,20.53986
1216,powiat_malopolskie_16,12,49.34118,19.82162
1217,powiat_malopolskie_17,12,49.92537,20.37312
1218,powiat_malopolskie_18,12,50.21076,19.96533
1219,powiat_malopolskie_19,12,50.20272,20.19312
1220,powiat_malopolskie_20,12,49.643,19.83193
1221,powiat_malopolskie_21,12,50.62829,20.74641
1222,powiat_malopolskie_22,12,50.66776,19.85397
1401,powiat_mazowieckie_01,14,52.11602,20.99905
1402,powiat_mazowieckie_02,14,52.28929,20.04394
1403,powiat_mazowieckie_03,14,52.72818,21.12598
1404,powiat_mazowieckie_04,14,52.77177,20.05596
1405,powiat_mazowieckie_05,14,51.88076,20.033
1406,powiat_mazowieckie_06,14,51.9385,20.00826
1407,powiat_mazowieckie_07,14,51.98779,20.76278
1408,powiat_mazowieckie_08,14,52.07694,20.77872
1409,powiat_mazowieckie_09,14,53.27745,20.50663
1410,powiat_mazowieckie_10,14,52.80476,21.14387
1411,powiat_mazowieckie_11,14,51.45571,20.63737
1412,powiat_mazowieckie_12,14,52.35746,21.29133
1413,powiat_mazowieckie_13,14,52.05826,21.03265
1414,powiat_mazowieckie_14,14,52.34626,20.26727
1415,powiat_mazowieckie_15,14,52.32541,21.89003
1416,powiat_mazowieckie_16,14,51.55802,21.78545
1417,powiat_mazowieckie_17,14,52.3389,20.28325
1418,powiat_mazowieckie_18,14,52.51883,22.09137
1419,powiat_mazowieckie_19,14,52.67402,21.21825
1420,powiat_mazowieckie_20,14,52.18807,21.32452
1421,powiat_mazowieckie_21,14,52.07312,21.27692
1422,powiat_mazowieckie_22,14,52.33773,21.24939
1423,powiat_mazowieckie_23,14,51.95067,21.52556
1424,powiat_mazowieckie_24,14,51.88855,21.13932
1425,powiat_mazowieckie_25,14,52.25177,20.66702
1426,powiat_mazowieckie_26,14,52.3436,20.51005
1427,powiat_mazowieckie_27,14,52.51922,21.54717
1428,powiat_mazowieckie_28,14,51.88483,21.05744
1429,powiat_mazowieckie_29,14,52.36459,21.57149
1430,powiat_mazowieckie_30,14,51.98137,20.50698
1431,powiat_mazowieckie_31,14,52.33846,21.27682
1432,powiat_mazowieckie_32,14,52.907,20.74025
1433,powiat_mazowieckie_33,14,51.91898,21.565
1434,powiat_mazowieckie_34,14,52.29365,21.31264
1435,powiat_mazowieckie_35,14,52.34924,21.33189
1436,powiat_mazowieckie_36,14,52.13241,21.15115
1437,powiat_mazowieckie_37,14,52.2426,20.85426
1438,powiat_mazowieckie_38,14,52.22016,20.73466
1439,powiat_mazowieckie_39,14,51.93052,21.58852
1440,powiat_mazowieckie_40,14,52.25752,21.07332
1441,powiat_mazowieckie_41,14,52.11068,22.06876
1442,powiat_mazowieckie_42,14,52.43641,22.14514
1601,nyski,16,50.78152,17.96923
1602,opolski,16,51.36221,17.82032
1603,brzeski,16,51.32865,18.1316
1604,krapkowicki,16,50.81784,17.83528
1605,kedzierzynsko-kozielski,16,50.71762,17.22917
1606,powiat_opolskie_06,16,50.10823,18.27476
1607,powiat_opolskie_07,16,51.00856,17.01372
1608,powiat_opolskie_08,16,51.18532,18.26694
1609,powiat_opolskie_09,16,51.24431,17.94841
1610,powiat_opolskie_10,16,50.89121,18.23194
1611,powiat_opolskie_11,16,50.22893,18.06728
1612,powiat_opolskie_12,16,50.6488,17.42966
1801,powiat_podkarpackie_01,18,50.23123,22.15447
1802,powiat_podkarpackie_02,18,49.75735,21.73926
1803,powiat_podkarpackie_03,18,49.94448,21.7268
1804,powiat_podkarpackie_04,18,50.21655,22.30035
1805,powiat_podkarpackie_05,18,49.96808,21.08722
1806,powiat_podkarpackie_06,18,50.15237,21.83232
1807,powiat_podkarpackie_07,18,50.13882,21.38113
1808,powiat_podkarpackie_08,18,50.07612,20.7162
1809,powiat_podkarpackie_09,18,49.54282,22.9035
1810,powiat_podkarpackie_10,18,50.17421,21.284
1811,powiat_podkarpackie_11,18,49.77267,22.17658
1812,powiat_podkarpackie_12,18,50.13298,22.21735
1813,powiat_podkarpackie_13,18,50.66179,22.06335
1814,powiat_podkarpackie_14,18,49.72086,22.54078
1815,powiat_podkarpackie_15,18,49.7593,22.16286
1816,powiat_podkarpackie_16,18,50.2928,21.62667
1817,powiat_podkarpackie_17,18,50.44637,21.82346
1818,powiat_podkarpackie_18,18,49.74886,21.90443
1819,powiat_podkarpackie_19,18,50.28727,21.94587
1820,powiat_podkarpackie_20,18,49.82581,22.60922
1821,powiat_podkarpackie_21,18,49.94774,22.31072
1822,powiat_podkarpackie_22,18,49.76885,22.40295
1823,powiat_podkarpackie_23,18,49.78418,22.76058
1824,powiat_podkarpackie_24,18,50.1917,22.73601
1825,powiat_podkarpackie_25,18,49.71002,22.66248
2001,powiat_podlaskie_01,20,53.26368,22.715
2002,powiat_podlaskie_02,20,53.36263,23.08681
2003,powiat_podlaskie_03,20,53.61823,23.54756
2004,powiat_podlaskie_04,20,53.22044,23.43545
2005,powiat_podlaskie_05,20,52.84812,22.89732
2006,powiat_podlaskie_06,20,53.4651,22.90494
2007,powiat_podlaskie_07,20,52.94378,23.76288
2008,powiat_podlaskie_08,20,52.73197,24.82308
2009,powiat_podlaskie_09,20,53.19367,22.90099
2010,powiat_podlaskie_10,20,53.48445,22.96056
2011,powiat_podlaskie_11,20,53.49778,21.94852
2012,powiat_podlaskie_12,20,53.2066,23.86452
2013,powiat_podlaskie_13,20,53.66342,22.86671
2014,powiat_podlaskie_14,20,53.20167,22.39522
2015,powiat_podlaskie_15,20,53.17255,22.56725
2016,powiat_podlaskie_16,20,53.54419,23.45617
2017,powiat_podlaskie_17,20,52.86077,24.09157
2201,powiat_pomorskie_01,22,53.72502,19.24709
2202,powiat_pomorskie_02,22,54.68983,18.56221
2203,powiat_pomorskie_03,22,54.34675,18.85149
2204,powiat_pomorskie_04,22,54.06085,18.84709
2205,powiat_pomorskie_05,22,54.53382,19.22447
2206,powiat_pomorskie_06,22,54.22706,19.06642
2207,powiat_pomorskie_07,22,54.11866,19.56239
2208,powiat_pomorskie_08,22,55.12259,18.8637
2209,powiat_pomorskie_09,22,54.71999,18.63956
2210,powiat_pomorskie_10,22,53.66844,18.45277
2211,powiat_pomorskie_11,22,54.39238,18.30722
2212,powiat_pomorskie_12,22,54.35336,19.08607
2213,powiat_pomorskie_13,22,54.19964,18.80806
2214,powiat_pomorskie_14,22,54.72793,19.09729
2215,powiat_pomorskie_15,22,54.09428,18.74251
2216,powiat_pomorskie_16,22,53.99299,17.93171
2217,powiat_pomorskie_17,22,54.82933,18.16561
2218,powiat_pomorskie_18,22,54.42342,17.35338
2219,powiat_pomorskie_19,22,54.42874,18.09847
2220,powiat_pomorskie_20,22,54.85893,17.84376
2401,powiat_slaskie_01,24,49.75642,18.44738
2402,powiat_slaskie_02,24,49.64376,18.41382
2403,powiat_slaskie_03,24,50.22017,18.59353
2404,powiat_slaskie_04,24,50.54712,18.51878
2405,powiat_slaskie_05,24,49.49478,19.63771
2406,powiat_slaskie_06,24,50.73324,18.62818
2407,powiat_slaskie_07,24,49.88505,18.87813
2408,powiat_slaskie_08,24,50.04561,18.36519
2409,powiat_slaskie_09,24,49.93611,18.11173
2410,powiat_slaskie_10,24,49.9531,19.03715
2411,powiat_slaskie_11,24,50.23949,20.07258
2412,powiat_slaskie_12,24,51.11276,19.18757
2413,powiat_slaskie_13,24,50.51569,18.9166
2414,powiat_slaskie_14,24,50.83673,19.16488
2415,powiat_slaskie_15,24,50.2609,18.30279
2416,powiat_slaskie_16,24,50.22134,18.78242
2417,powiat_slaskie_17,24,50.51893,19.01914
2418,powiat_slaskie_18,24,49.83978,18.80335
2419,powiat_slaskie_19,24,50.82861,19.23563
2420,powiat_slaskie_20,24,50.31903,20.80269
2421,powiat_slaskie_21,24,50.57107,18.60578
2422,powiat_slaskie_22,24,51.00374,19.28417
2423,powiat_slaskie_23,24,50.1293,19.76305
2424,powiat_slaskie_24,24,49.918,19.30961
2425,powiat_slaskie_25,24,50.47177,19.00359
2426,powiat_slaskie_26,24,51.09779,18.71749
2427,powiat_slaskie_27,24,50.93385,18.23757
2428,powiat_slaskie_28,24,49.59419,19.03691
2429,powiat_slaskie_29,24,49.75621,18.92191
2430,powiat_slaskie_30,24,50.46315,19.01683
2431,powiat_slaskie_31,24,50.49941,17.99919
2432,powiat_slaskie_32,24,50.63241,18.47789
2433,powiat_slaskie_33,24,50.56377,18.5973
2434,powiat_slaskie_34,24,50.29149,19.80405
2435,powiat_slaskie_35,24,49.33182,19.33061
2436,powiat_slaskie_36,24,50.49542,18.67194
2601,powiat_swietokrzyskie_01,26,50.95229,21.10552
2602,powiat_swietokrzyskie_02,26,51.19892,20.52693
2603,powiat_swietokrzyskie_03,26,51.02896,20.58162
2604,powiat_swietokrzyskie_04,26,50.88326,20.88998
2605,powiat_swietokrzyskie_05,26,51.34442,19.53667
2606,powiat_swietokrzyskie_06,26,50.94087,20.83838
2607,powiat_swietokrzyskie_07,26,50.64679,21.67246
2608,powiat_swietokrzyskie_08,26,50.61304,19.61415
2609,powiat_swietokrzyskie_09,26,50.86668,20.37558
2610,powiat_swietokrzyskie_10,26,51.3465,21.05113
2611,powiat_swietokrzyskie_11,26,50.6198,21.69005
2612,powiat_swietokrzyskie_12,26,50.75311,19.78441
2613,powiat_swietokrzyskie_13,26,51.03465,21.87996
2614,powiat_swietokrzyskie_14,26,50.98447,20.48203
2801,powiat_warminsko-mazurskie_01,28,54.16908,20.06613
2802,powiat_warminsko-mazurskie_02,28,53.42659,20.33883
2803,powiat_warminsko-mazurskie_03,28,54.24644,20.21383
2804,powiat_warminsko-mazurskie_04,28,54.27849,20.50412
2805,powiat_warminsko-mazurskie_05,28,53.86541,20.80589
2806,powiat_warminsko-mazurskie_06,28,53.85225,20.78091
2807,powiat_warminsko-mazurskie_07,28,53.40679,21.0669
2808,powiat_warminsko-mazurskie_08,28,54.32793,20.49204
2809,powiat_warminsko-mazurskie_09,28,53.88207,20.31733
2810,powiat_warminsko-mazurskie_10,28,53.18287,20.38634
2811,powiat_warminsko-mazurskie_11,28,54.13896,19.27876
2812,powiat_warminsko-mazurskie_12,28,54.12886,20.40294
2813,powiat_warminsko-mazurskie_13,28,54.05048,20.8856
2814,powiat_warminsko-mazurskie_14,28,53.93209,19.88431
2815,powiat_warminsko-mazurskie_15,28,53.42602,21.03916
2816,powiat_warminsko-mazurskie_16,28,54.38988,19.7675
2817,powiat_warminsko-mazurskie_17,28,53.72045,20.58353
2818,powiat_warminsko-mazurskie_18,28,53.51051,20.04921
2819,powiat_warminsko-mazurskie_19,28,54.06133,19.0232
2820,powiat_warminsko-mazurskie_20,28,52.96465,20.28036
2821,powiat_warminsko-mazurskie_21,28,53.09512,21.26592
3001,powiat_wielkopolskie_01,30,52.27735,16.94128
3002,powiat_wielkopolskie_02,30,52.39609,16.66345
3003,powiat_wielkopolskie_03,30,52.43165,16.29917
3004,powiat_wielkopolskie_04,30,51.87211,17.60804
3005,powiat_wielkopolskie_05,30,53.06963,16.53537
3006,powiat_wielkopolskie_06,30,52.02361,17.46733
3007,powiat_wielkopolskie_07,30,51.72971,15.92037
3008,powiat_wielkopolskie_08,30,53.06353,16.82612
3009,powiat_wielkopolskie_09,30,52.47019,15.95425
3010,powiat_wielkopolskie_10,30,52.30364,17.5724
3011,powiat_wielkopolskie_11,30,52.44063,16.37873
3012,powiat_wielkopolskie_12,30,52.29983,16.43255
3013,powiat_wielkopolskie_13,30,53.02453,17.37023
3014,powiat_wielkopolskie_14,30,52.70868,17.06704
3015,powiat_wielkopolskie_15,30,52.83442,16.69912
3016,powiat_wielkopolskie_16,30,52.17512,16.98923
3017,powiat_wielkopolskie_17,30,52.49807,17.53464
3018,powiat_wielkopolskie_18,30,53.11896,15.37117
3019,powiat_wielkopolskie_19,30,52.60385,16.68195
3020,powiat_wielkopolskie_20,30,52.25638,17.39451
3021,powiat_wielkopolskie_21,30,52.34882,16.89808
3022,powiat_wielkopolskie_22,30,52.62405,16.7921
3023,powiat_wielkopolskie_23,30,52.16087,16.94081
3024,powiat_wielkopolskie_24,30,51.27334,16.87637
3025,powiat_wielkopolskie_25,30,52.65357,16.0949
3026,powiat_wielkopolskie_26,30,52.28848,16.67384
3027,powiat_wielkopolskie_27,30,51.99355,16.29953
3028,powiat_wielkopolskie_28,30,52.27096,16.17659
3029,powiat_wielkopolskie_29,30,52.0747,17.2599
3030,powiat_wielkopolskie_30,30,52.62764,18.0691
3031,powiat_wielkopolskie_31,30,52.25233,17.12563
3032,powiat_wielkopolskie_32,30,52.24611,17.12226
3033,powiat_wielkopolskie_33,30,51.33577,16.71039
3034,powiat_wielkopolskie_34,30,52.72199,16.89718
3035,powiat_wielkopolskie_35,30,52.40544,16.21777
3201,powiat_zachodniopomorskie_01,32,53.2711,14.4264
3202,powiat_zachodniopomorskie_02,32,53.62581,14.09003
3203,powiat_zachodniopomorskie_03,32,53.86925,14.5334
3204,powiat_zachodniopomorskie_04,32,53.39179,14.09312
3205,powiat_zachodniopomorskie_05,32,53.82949,14.93851
3206,powiat_zachodniopomorskie_06,32,53.51787,15.33379
3207,powiat_zachodniopomorskie_07,32,53.59948,13.93822
3208,powiat_zachodniopomorskie_08,32,52.75584,13.68115
3209,powiat_zachodniopomorskie_09,32,53.44758,15.37036
3210,powiat_zachodniopomorskie_10,32,53.73497,14.70064
3211,powiat_zachodniopomorskie_11,32,53.52392,15.07864
3212,powiat_zachodniopomorskie_12,32,53.7819,14.52682
3213,powiat_zachodniopomorskie_13,32,53.86324,14.44749
3214,powiat_zachodniopomorskie_14,32,53.4997,13.64482
3215,powiat_zachodniopomorskie_15,32,53.04778,15.04998
3216,powiat_zachodniopomorskie_16,32,53.39217,14.67165
3217,powiat_zachodniopomorskie_17,32,53.69003,14.59059
3218,powiat_zachodniopomorskie_18,32,53.19036,14.44652
3219,powiat_zachodniopomorskie_19,32,52.95615,14.64771
3220,powiat_zachodniopomorskie_20,32,53.81566,14.36385
3221,powiat_zachodniopomorskie_21,32,53.02436,14.49433
