gmina_code,gmina_name,powiat_code,voivodeship_code,population,lat,lon
0215004,gmina_dolnoslaskie_15_04,0215,02,16898,51.0813,17.35108
0215005,gmina_dolnoslaskie_15_05,0215,02,18309,50.77757,17.11136
0215006,gmina_dolnoslaskie_15_06,0215,02,7977,50.91092,17.36617
0215007,gmina_dolnoslaskie_15_07,0215,02,56974,50.64997,17.43774
0215008,gmina_dolnoslaskie_15_08,0215,02,54806,50.73241,17.2139
0216001,gmina_dolnoslaskie_16_01,0216,02,61555,51.20731,17.01854
0216002,gmina_dolnoslaskie_16_02,0216,02,23188,51.41206,16.64819
0216003,gmina_dolnoslaskie_16_03,0216,02,35841,51.18997,17.0871
0216004,gmina_dolnoslaskie_16_04,0216,02,18336,51.17241,16.77778
0216005,gmina_dolnoslaskie_16_05,0216,02,19439,51.2634,17.33523
0216006,gmina_dolnoslaskie_16_06,0216,02,24191,51.33306,17.00629
0217001,gmina_dolnoslaskie_17_01,0217,02,26129,51.25325,16.54413
0217002,gmina_dolnoslaskie_17_02,0217,02,58347,51.23731,16.52116
0217003,gmina_dolnoslaskie_17_03,0217,02,33636,51.31096,16.52114
0217004,gmina_dolnoslaskie_17_04,0217,02,15196,51.04569,16.46155
0217005,gmina_dolnoslaskie_17_05,0217,02,55050,50.99358,16.60924
0217006,gmina_dolnoslaskie_17_06,0217,02,4126,51.18595,16.4204
0218001,gmina_dolnoslaskie_18_01,0218,02,15199,51.69692,17.19145
0218002,gmina_dolnoslaskie_18_02,0218,02,49690,51.44956,17.36005
0218003,gmina_dolnoslaskie_18_03,0218,02,10896,51.79838,17.54498
0218004,gmina_dolnoslaskie_18_04,0218,02,67778,51.47014,17.44822
0218005,gmina_dolnoslaskie_18_05,0218,02,54436,51.44377,17.3356
0218006,gmina_dolnoslaskie_18_06,0218,02,36260,51.51712,17.62783
0218007,gmina_dolnoslaskie_18_07,0218,02,42590,51.68106,17.07637
0218008,gmina_dolnoslaskie_18_08,0218,02,46768,51.61129,17.5092
0218009,gmina_dolnoslaskie_18_09,0218,02,36398,51.81203,17.11286
0219001,gmina_dolnoslaskie_19_01,0219,02,49545,50.90962,17.49045
0219002,gmina_dolnoslaskie_19_02,0219,02,7606,50.78751,17.4852
0219003,gmina_dolnoslaskie_19_03,0219,02,50161,50.89201,17.3925
0219004,gmina_dolnoslaskie_19_04,0219,02,23886,50.89688,17.21686
0219005,gmina_dolnoslaskie_19_05,0219,02,37031,50.84191,17.41634
0220001,gmina_dolnoslaskie_20_01,0220,02,22615,51.72252,16.32883
0220002,gmina_dolnoslaskie_20_02,0220,02,64628,51.55623,16.58291
0220003,gmina_dolnoslaskie_20_03,0220,02,63772,51.53141,16.66044
0220004,gmina_dolnoslaskie_20_04,0220,02,2123,51.63936,16.53646
0220005,gmina_dolnoslaskie_20_05,0220,02,49315,51.83252,16.41498
0220006,gmina_dolnoslaskie_20_06,0220,02,9925,51.73848,16.37457
0221001,gmina_dolnoslaskie_21_01,0221,02,9871,50.9926,17.49405
0221002,gmina_dolnoslaskie_21_02,0221,02,22678,51.21246,17.83412
0221003,gmina_dolnoslaskie_21_03,0221,02,31081,51.19123,17.52421
0221004,gmina_dolnoslaskie_21_04,0221,02,27679,51.16238,17.67477
0221005,gmina_dolnoslaskie_21_05,0221,02,67803,51.21503,17.86257
0222001,gmina_dolnoslaskie_22_01,0222,02,58959,51.07645,17.41934
0222002,gmina_dolnoslaskie_22_02,0222,02,3719,51.19364,17.57936
0222003,gmina_dolnoslaskie_22_03,0222,02,2764,51.23581,17.40554
0222004,gmina_dolnoslaskie_22_04,0222,02,62084,51.15278,17.5808
0222005,gmina_dolnoslaskie_22_05,0222,02,56082,50.99952,17.21092
0222006,gmina_dolnoslaskie_22_06,0222,02,41912,50.86469,17.33955
0222007,gmina_dolnoslaskie_22_07,0222,02,46096,51.13103,17.47972
0223001,gmina_dolnoslaskie_23_01,0223,02,54823,51.74344,17.77497
0223002,gmina_dolnoslaskie_23_02,0223,02,7494,51.4902,17.52334
0223003,gmina_dolnoslaskie_23_03,0223,02,58144,51.45201,17.70294
0223004,gmina_dolnoslaskie_23_04,0223,02,8418,51.79117,17.53908
0223005,gmina_dolnoslaskie_23_05,0223,02,48795,51.61854,17.59374
0223006,gmina_dolnoslaskie_23_06,0223,02,2089,51.55043,17.46728
0224001,gmina_dolnoslaskie_24_01,0224,02,4603,51.36082,16.59256
0224002,gmina_dolnoslaskie_24_02,0224,02,37747,51.47528,16.74984
0224003,gmina_dolnoslaskie_24_03,0224,02,53706,51.54693,16.90856
0224004,gmina_dolnoslaskie_24_04,0224,02,37631,51.30789,16.86801
0224005,gmina_dolnoslaskie_24_05,0224,02,21748,51.45679,16.87558
0224006,gmina_dolnoslaskie_24_06,0224,02,12254,51.48284,16.75305
0225001,gmina_dolnoslaskie_25_01,0225,02,11626,51.95025,18.34454
0225002,gmina_dolnoslaskie_25_02,0225,02,42493,51.97272,18.1682
0225003,gmina_dolnoslaskie_25_03,0225,02,30127,51.97023,18.039
0225004,gmina_dolnoslaskie_25_04,0225,02,57415,51.65994,17.99356
0225005,gmina_dolnoslaskie_25_05,0225,02,16207,51.8698,18.12543
0225006,gmina_dolnoslaskie_25_06,0225,02,33395,52.0732,18.0184
0225007,gmina_dolnoslaskie_25_07,0225,02,33187,51.97463,18.10721
0226001,gmina_dolnoslaskie_26_01,0226,02,18104,51.12887,16.94922
0226002,gmina_dolnoslaskie_26_02,0226,02,53928,50.99139,17.54756
0226003,gmina_dolnoslaskie_26_03,0226,02,65469,51.17689,17.14657
0226004,gmina_dolnoslaskie_26_04,0226,02,35743,51.06607,17.12284
0226005,gmina_dolnoslaskie_26_05,0226,02,50350,50.88923,17.20078
0226006,gmina_dolnoslaskie_26_06,0226,02,36242,50.87987,17.23842
0226007,gmina_dolnoslaskie_26_07,0226,02,59296,51.03822,17.08613
0227001,gmina_dolnoslaskie_27_01,0227,02,57539,51.06258,16.80653
0227002,gmina_dolnoslaskie_27_02,0227,02,30707,51.10631,17.07845
0227003,gmina_dolnoslaskie_27_03,0227,02,56558,51.41704,16.74511
0227004,gmina_dolnoslaskie_27_04,0227,02,46051,50.91528,16.77327
0227005,gmina_dolnoslaskie_27_05,0227,02,9722,51.61532,16.92981
0227006,gmina_dolnoslaskie_27_06,0227,02,29899,51.36113,16.61048
0227007,gmina_dolnoslaskie_27_07,0227,02,22385,51.26201,16.87615
0227008,gmina_dolnoslaskie_27_08,0227,02,23886,51.40347,16.91537
0228001,gmina_dolnoslaskie_28_01,0228,02,2510,51.60246,16.49617
0228002,gmina_dolnoslaskie_28_02,0228,02,15071,51.56435,16.62078
0228003,gmina_dolnoslaskie_28_03,0228,02,57346,51.57319,16.58059
0228004,gmina_dolnoslaskie_28_04,0228,02,23552,51.40779,16.69271
0228005,gmina_dolnoslaskie_28_05,0228,02,7099,51.59411,16.59351
0228006,gmina_dolnoslaskie_28_06,0228,02,22080,51.33238,16.72377
0228007,gmina_dolnoslaskie_28_07,0228,02,13777,51.18715,16.75339
0228008,gmina_dolnoslaskie_28_08,0228,02,14668,51.53991,16.26831
0229001,gmina_dolnoslaskie_29_01,0229,02,34251,50.81184,16.07377
0229002,gmina_dolnoslaskie_29_02,0229,02,28730,50.75895,16.13498
0229003,gmina_dolnoslaskie_29_03,0229,02,46167,50.64853,16.21554
0229004,gmina_dolnoslaskie_29_04,0229,02,60134,50.8297,16.19149
0229005,gmina_dolnoslaskie_29_05,0229,02,24205,50.81818,16.42805
0229006,gmina_dolnoslaskie_29_06,0229,02,26285,50.73972,15.98188
0230001,gmina_dolnoslaskie_30_01,0230,02,35217,50.66726,16.39903
0230002,gmina_dolnoslaskie_30_02,0230,02,43438,50.57693,16.48957
0230003,gmina_dolnoslaskie_30_03,0230,02,43561,50.77257,16.32
0230004,gmina_dolnoslaskie_30_04,0230,02,42046,50.74775,16.37562
0230005,gmina_dolnoslaskie_30_05,0230,02,63197,50.48819,16.33466
0230006,gmina_dolnoslaskie_30_06,0230,02,29307,50.55949,16.37592
0401001,gmina_kujawsko-pomorskie_01_01,0401,04,20205,52.47615,18.80306
0401002,gmina_kujawsko-pomorskie_01_02,0401,04,35898,52.35865,18.6979
0401003,gmina_kujawsko-pomorskie_01_03,0401,04,49510,52.3696,18.85921
0401004,gmina_kujawsko-pomorskie_01_04,0401,04,35371,52.35601,18.61091
0401005,gmina_kujawsko-pomorskie_01_05,0401,04,50285,52.53958,19.00268
0401006,gmina_kujawsko-pomorskie_01_06,0401,04,8900,52.54135,19.03631
0401007,gmina_kujawsko-pomorskie_01_07,0401,04,66979,52.29425,18.53993
0401008,gmina_kujawsko-pomorskie_01_08,0401,04,35441,52.4413,18.87492
0402001,gmina_kujawsko-pomorskie_02_01,0402,04,53260,53.14642,17.23768
0402002,gmina_kujawsko-pomorskie_02_02,0402,04,16491,53.13874,17.12035
0402003,gmina_kujawsko-pomorskie_02_03,0402,04,38571,53.32068,17.10547
0402004,gmina_kujawsko-pomorskie_02_04,0402,04,5444,53.29144,16.86828
0402005,gmina_kujawsko-pomorskie_02_05,0402,04,26472,53.25208,16.80597
0402006,gmina_kujawsko-pomorskie_02_06,0402,04,45295,53.11664,16.82855
0402007,gmina_kujawsko-pomorskie_02_07,0402,04,53020,53.31429,17.07243
0403001,gmina_kujawsko-pomorskie_03_01,0403,04,31176,52.89709,18.709
0403002,gmina_kujawsko-pomorskie_03_02,0403,04,2097,52.92338,18.7228
0403003,gmina_kujawsko-pomorskie_03_03,0403,04,48127,53.03927,18.64165
0403004,gmina_kujawsko-pomorskie_03_04,0403,04,61091,52.54847,19.0659
0403005,gmina_kujawsko-pomorskie_03_05,0403,04,53410,52.80944,18.49825
0403006,gmina_kujawsko-pomorskie_03_06,0403,04,58291,52.82177,18.76235
0404001,gmina_kujawsko-pomorskie_04_01,0404,04,46485,52.84596,17.50951
0404002,gmina_kujawsko-pomorskie_04_02,0404,04,24435,53.30708,17.42515
0404003,gmina_kujawsko-pomorskie_04_03,0404,04,53124,53.02177,17.49608
0404004,gmina_kujawsko-pomorskie_04_04,0404,04,28805,52.81524,17.42394
0404005,gmina_kujawsko-pomorskie_04_05,0404,04,34622,53.28045,17.36977
0404006,gmina_kujawsko-pomorskie_04_06,0404,04,62392,53.25706,17.22104
0404007,gmina_kujawsko-pomorskie_04_07,0404,04,25027,53.08175,17.25859
0405001,gmina_kujawsko-pomorskie_05_01,0405,04,15171,52.97455,18.67408
0405002,gmina_kujawsko-pomorskie_05_02,0405,04,35105,53.15,18.66383
0405003,gmina_kujawsko-pomorskie_05_03,0405,04,37604,52.97277,18.41838
0405004,gmina_kujawsko-pomorskie_05_04,0405,04,60775,53.12655,18.26653
0405005,gmina_kujawsko-pomorskie_05_05,0405,04,61980,53.29654,18.72046
0405006,gmina_kujawsko-pomorskie_05_06,0405,04,3455,53.02332,18.81061
0406001,gmina_kujawsko-pomorskie_06_01,0406,04,21619,53.31713,19.29372
0406002,gmina_kujawsko-pomorskie_06_02,0406,04,43830,53.34799,19.52071
0406003,gmina_kujawsko-pomorskie_06_03,0406,04,30821,53.19896,19.25077
0406004,gmina_kujawsko-pomorskie_06_04,0406,04,32932,53.36953,19.56017
0406005,gmina_kujawsko-pomorskie_06_05,0406,04,14058,53.20708,19.25247
0406006,gmina_kujawsko-pomorskie_06_06,0406,04,53406,53.23478,19.47276
0406007,gmina_kujawsko-pomorskie_06_07,0406,04,35742,52.974,19.18816
0407001,gmina_kujawsko-pomorskie_07_01,0407,04,66980,52.76524,16.91188
0407002,gmina_kujawsko-pomorskie_07_02,0407,04,31928,52.75953,16.56887
0407003,gmina_kujawsko-pomorskie_07_03,0407,04,43874,52.92778,16.57765
0407004,gmina_kujawsko-pomorskie_07_04,0407,04,27254,52.67301,16.82317
0407005,gmina_kujawsko-pomorskie_07_05,0407,04,34271,52.87556,16.73162
0408001,gmina_kujawsko-pomorskie_08_01,0408,04,27891,53.38731,17.24616
0408002,gmina_kujawsko-pomorskie_08_02,0408,04,3736,53.50385,17.38455
0408003,gmina_kujawsko-pomorskie_08_03,0408,04,23850,53.2818,17.42532
0408004,gmina_kujawsko-pomorskie_08_04,0408,04,16961,53.1182,17.20124
0408005,gmina_kujawsko-pomorskie_08_05,0408,04,23148,53.29472,17.6745
0408006,gmina_kujawsko-pomorskie_08_06,0408,04,51049,53.51445,17.25828
0408007,gmina_kujawsko-pomorskie_08_07,0408,04,23694,53.26916,17.51236
0409001,gmina_kujawsko-pomorskie_09_01,0409,04,3161,53.16503,18.43625
0409002,gmina_kujawsko-pomorskie_09_02,0409,04,62626,53.24939,18.05263
0409003,gmina_kujawsko-pomorskie_09_03,0409,04,48554,53.2747,18.50184
0409004,gmina_kujawsko-pomorskie_09_04,0409,04,42853,53.01179,18.01423
0409005,gmina_kujawsko-pomorskie_09_05,0409,04,34501,53.26548,18.59942
0409006,gmina_kujawsko-pomorskie_09_06,0409,04,2113,53.21159,18.25233
0410001,gmina_kujawsko-pomorskie_10_01,0410,04,38669,53.01122,18.30193
0410002,gmina_kujawsko-pomorskie_10_02,0410,04,31885,52.89257,17.86896
0410003,gmina_kujawsko-pomorskie_10_03,0410,04,11629,52.82804,18.08711
0410004,gmina_kujawsko-pomorskie_10_04,0410,04,22878,52.90734,18.11796
0410005,gmina_kujawsko-pomorskie_10_05,0410,04,43884,52.82768,18.07082
0410006,gmina_kujawsko-pomorskie_10_06,0410,04,22827,52.51302,18.02968
0411001,gmina_kujawsko-pomorskie_11_01,0411,04,21759,53.0631,17.34692
0411002,gmina_kujawsko-pomorskie_11_02,0411,04,50694,53.06198,17.30802
0411003,gmina_kujawsko-pomorskie_11_03,0411,04,53198,52.74425,17.36961
0411004,gmina_kujawsko-pomorskie_11_04,0411,04,11314,52.89425,17.09766
0411005,gmina_kujawsko-pomorskie_11_05,0411,04,19342,52.87603,17.5937
0411006,gmina_kujawsko-pomorskie_11_06,0411,04,2065,53.00265,17.30792
0411007,gmina_kujawsko-pomorskie_11_07,0411,04,39712,52.89215,17.27362
0411008,gmina_kujawsko-pomorskie_11_08,0411,04,61201,52.74568,17.28192
0412001,gmina_kujawsko-pomorskie_12_01,0412,04,24539,52.57437,17.3027
0412002,gmina_kujawsko-pomorskie_12_02,0412,04,45731,52.93608,17.4918
0412003,gmina_kujawsko-pomorskie_12_03,0412,04,57897,52.8117,17.18712
0412004,gmina_kujawsko-pomorskie_12_04,0412,04,59651,52.66576,17.37746
0412005,gmina_kujawsko-pomorskie_12_05,0412,04,51560,52.97399,17.49832
0412006,gmina_kujawsko-pomorskie_12_06,0412,04,46658,52.78945,17.12325
0412007,gmina_kujawsko-pomorskie_12_07,0412,04,11715,52.83488,17.28999
0413001,gmina_kujawsko-pomorskie_13_01,0413,04,29555,52.79564,18.19892
0413002,gmina_kujawsko-pomorskie_13_02,0413,04,45320,52.90902,18.1928
0413003,gmina_kujawsko-pomorskie_13_03,0413,04,27949,52.72916,18.07209
0413004,gmina_kujawsko-pomorskie_13_04,0413,04,46946,52.72621,17.81042
0413005,gmina_kujawsko-pomorskie_13_05,0413,04,15009,52.63524,18.15374
0413006,gmina_kujawsko-pomorskie_13_06,0413,04,44557,52.862,18.34336
0414001,gmina_kujawsko-pomorskie_14_01,0414,04,26893,51.8508,18.16699
0414002,gmina_kujawsko-pomorskie_14_02,0414,04,48106,51.88114,18.17556
0414003,gmina_kujawsko-pomorskie_14_03,0414,04,59100,52.18298,18.52175
0414004,gmina_kujawsko-pomorskie_14_04,0414,04,31974,52.24507,18.23346
0414005,gmina_kujawsko-pomorskie_14_05,0414,04,3331,52.22539,18.21284
0414006,gmina_kujawsko-pomorskie_14_06,0414,04,43422,52.04492,18.73638
0414007,gmina_kujawsko-pomorskie_14_07,0414,04,27924,52.10808,18.1146
0414008,gmina_kujawsko-pomorskie_14_08,0414,04,2474,51.95037,18.1494
0415001,gmina_kujawsko-pomorskie_15_01,0415,04,41637,53.50343,18.08095
0415002,gmina_kujawsko-pomorskie_15_02,0415,04,22176,53.24981,18.13375
0415003,gmina_kujawsko-pomorskie_15_03,0415,04,47118,53.37395,17.79633
0415004,gmina_kujawsko-pomorskie_15_04,0415,04,33104,53.51253,17.91614
0415005,gmina_kujawsko-pomorskie_15_05,0415,04,51682,53.60965,17.81235
0415006,gmina_kujawsko-pomorskie_15_06,0415,04,33500,53.42558,18.01964
0415007,gmina_kujawsko-pomorskie_15_07,0415,04,36357,53.53786,17.86583
0416001,gmina_kujawsko-pomorskie_16_01,0416,04,60295,53.4226,18.0093
0416002,gmina_kujawsko-pomorskie_16_02,0416,04,9127,53.41075,18.04017
0416003,gmina_kujawsko-pomorskie_16_03,0416,04,52951,53.54739,17.86687
0416004,gmina_kujawsko-pomorskie_16_04,0416,04,61488,53.27184,17.86972
0417001,gmina_kujawsko-pomorskie_17_01,0417,04,29945,53.01983,18.56144
0417002,gmina_kujawsko-pomorskie_17_02,0417,04,8219,53.16884,18.62938
0417003,gmina_kujawsko-pomorskie_17_03,0417,04,7216,53.20082,18.86262
0417004,gmina_kujawsko-pomorskie_17_04,0417,04,18565,53.15346,18.55675
0417005,gmina_kujawsko-pomorskie_17_05,0417,04,50775,53.04171,18.75707
0417006,gmina_kujawsko-pomorskie_17_06,0417,04,21397,53.25468,18.67113
0418001,gmina_kujawsko-pomorskie_18_01,0418,04,17218,53.62106,17.67897
0418002,gmina_kujawsko-pomorskie_18_02,0418,04,61123,53.64716,17.5475
0418003,gmina_kujawsko-pomorskie_18_03,0418,04,44876,53.8593,17.56824
0418004,gmina_kujawsko-pomorskie_18_04,0418,04,29178,53.91544,17.85299
0418005,gmina_kujawsko-pomorskie_18_05,0418,04,39819,53.6619,17.75249
0418006,gmina_kujawsko-pomorskie_18_06,0418,04,59696,53.96432,17.36686
0418007,gmina_kujawsko-pomorskie_18_07,0418,04,21404,53.67437,17.68686
0418008,gmina_kujawsko-pomorskie_18_08,0418,04,12475,53.71279,17.6412
0418009,gmina_kujawsko-pomorskie_18_09,0418,04,20483,53.76501,17.73399
0419001,gmina_kujawsko-pomorskie_19_01,0419,04,34278,53.08073,18.23809
0419002,gmina_kujawsko-pomorskie_19_02,0419,04,57030,53.0627,18.14597
0419003,gmina_kujawsko-pomorskie_19_03,0419,04,64902,52.87283,18.03758
0419004,gmina_kujawsko-pomorskie_19_04,0419,04,59679,53.13502,18.0855
0419005,gmina_kujawsko-pomorskie_19_05,0419,04,3789,53.13768,18.13016
0419006,gmina_kujawsko-pomorskie_19_06,0419,04,6550,53.06006,17.99473
0419007,gmina_kujawsko-pomorskie_19_07,0419,04,32583,53.06611,17.58275
0420001,gmina_kujawsko-pomorskie_20_01,0420,04,57355,53.34289,15.81738
0420002,gmina_kujawsko-pomorskie_20_02,0420,04,11920,53.18824,16.22266
0420003,gmina_kujawsko-pomorskie_20_03,0420,04,5579,53.57239,16.00307
0420004,gmina_kujawsko-pomorskie_20_04,0420,04,54393,53.33386,16.26207
0420005,gmina_kujawsko-pomorskie_20_05,0420,04,15744,53.15051,15.98582
0421001,gmina_kujawsko-pomorskie_21_01,0421,04,62954,53.00856,17.40729
0421002,gmina_kujawsko-pomorskie_21_02,0421,04,54619,53.06828,17.2424
0421003,gmina_kujawsko-pomorskie_21_03,0421,04,10341,53.13405,17.35808
0421004,gmina_kujawsko-pomorskie_21_04,0421,04,44675,52.96964,17.43614
0421005,gmina_kujawsko-pomorskie_21_05,0421,04,22928,53.05144,17.0327
0421006,gmina_kujawsko-pomorskie_21_06,0421,04,6622,53.16528,17.01448
0422001,gmina_kujawsko-pomorskie_22_01,0422,04,33098,53.29854,18.18989
0422002,gmina_kujawsko-pomorskie_22_02,0422,04,20975,53.17704,18.33732
0422003,gmina_kujawsko-pomorskie_22_03,0422,04,60882,53.32955,18.65125
0422004,gmina_kujawsko-pomorskie_22_04,0422,04,49100,53.38731,18.39701
0422005,gmina_kujawsko-pomorskie_22_05,0422,04,26051,53.26224,18.53726
0422006,gmina_kujawsko-pomorskie_22_06,0422,04,40829,53.23338,18.54637
0422007,gmina_kujawsko-pomorskie_22_07,0422,04,35491,53.20868,18.29788
0423001,gmina_kujawsko-pomorskie_23_01,0423,04,56562,53.03303,18.29868
0423002,gmina_kujawsko-pomorskie_23_02,0423,04,7872,53.04423,18.41927
0423003,gmina_kujawsko-pomorskie_23_03,0423,04,60542,53.13342,18.27853
0423004,gmina_kujawsko-pomorskie_23_04,0423,04,23417,52.73076,18.19144
0423005,gmina_kujawsko-pomorskie_23_05,0423,04,62254,52.9527,18.31483
0423006,gmina_kujawsko-pomorskie_23_06,0423,04,46011,52.90213,18.4578
0423007,gmina_kujawsko-pomorskie_23_07,0423,04,20409,52.98701,18.42422
0601001,gmina_lubelskie_01_01,0601,06,46467,51.22535,21.4164
0601002,gmina_lubelskie_01_02,0601,06,22170,51.6447,21.60065
